433	hin	und	her
270	ganz	und	gar
202	nach	und	nach
173	an	und	für
169	auf	und	ab
151	hie	und	da
133	mehr	und	mehr
98	Tag	und	Nacht
97	dann	und	wann
97	auf	und	nieder
95	Raum	und	Zeit
90	hier	und	da
70	rechts	und	links
64	war	und	die
64	Vater	und	Mutter
62	da	und	dort
62	Gut	und	Böse
60	durch	und	durch
57	hin	und	wieder
56	ist	und	die
55	sei	und	daß
54	ab	und	zu
50	war	und	daß
45	einzig	und	allein
44	hin	und	wider
41	ist	und	daß
40	über	und	über
38	immer	und	immer
38	hatte	und	die
38	auf	und	sagte
38	auf	und	ging
37	war	und	sich
37	sein	und	die
37	Leib	und	Seele
36	klar	und	deutlich
35	weit	und	breit
34	war	und	der
34	hier	und	dort
34	Ort	und	Stelle
33	auf	und	sah
33	Rex	und	Czako
32	war	und	das
32	kurz	und	gut
31	sind	und	die
31	ist	und	das
31	hatte	und	der
31	hatte	und	das
31	fort	und	fort
31	an	und	sagte
31	Ab	und	zu
30	ist	und	in
29	haben	und	die
29	einer	und	derselben
29	Gold	und	Silber
29	Art	und	Weise
28	sie	und	sie
28	sich	und	die
28	sein	und	das
28	hat	und	die
28	Ursache	und	Wirkung
28	Essen	und	Trinken
27	links	und	rechts
27	Hand	und	sagte
27	Dann	und	wann
26	Raumes	und	der
26	Mann	und	Weib
26	Jahr	und	Tag
25	ein	und	dasselbe
25	Himmel	und	Erde
24	werden	und	die
24	waren	und	die
24	ist	und	der
24	ihn	und	er
24	Hie	und	da
24	Grund	und	Boden
23	wieder	und	wieder
23	so	und	so
23	habe	und	daß
23	Leben	und	Tod
22	war	und	er
22	je	und	je
22	ist	und	wenn
22	hatte	und	er
22	auf	und	die
22	König	und	die
22	Herren	und	Damen
22	Beineberg	und	Reiting
21	zurück	und	sagte
21	wird	und	die
21	war	und	in
21	stehen	und	sah
21	können	und	die
21	ist	und	es
21	hatte	und	sie
21	hat	und	daß
21	gewesen	und	hatte
21	Zeit	und	Raum
21	Weiber	und	Kinder
21	Hut	und	Stock
21	Frauen	und	Kinder
20	war	und	sie
20	war	und	den
20	tiefer	und	tiefer
20	ist	und	sich
20	ist	und	nicht
20	hatte	und	mit
20	halb	und	halb
20	gut	und	böse
20	auf	und	rief
20	auf	und	der
20	Weib	und	Kind
20	Max	und	Moritz
19	zu	und	sagte
19	sind	und	daß
19	sie	und	ihre
19	näher	und	näher
19	ist	und	wie
19	ist	und	so
19	ist	und	bleibt
19	hatte	und	daß
19	haben	und	nicht
19	aus	und	die
19	auf	und	trat
19	auf	und	davon
19	Vater	und	Sohn
19	Raume	und	der
19	Hier	und	da
19	Guten	und	Bösen
18	war	und	nun
18	war	und	es
18	sind	und	so
18	sein	und	ich
18	mich	und	ich
18	könne	und	daß
18	ein	und	der
18	dies	und	das
18	Sinn	und	Gedanken
18	Rosenkranz	und	Güldenstern
18	Mutter	und	Tochter
18	Fleisch	und	Blut
17	sich	und	der
17	sein	und	sich
17	hatte	und	sich
17	hatte	und	ich
17	auf	und	ein
17	Verstandes	und	der
17	Reih	und	Glied
17	Guten	und	Gerechten
16	war	und	nicht
16	sich	und	seine
16	sich	und	ging
16	selbst	und	die
16	sein	und	es
16	sehen	und	zu
16	nicht	und	ich
16	machen	und	die
16	lassen	und	die
16	kann	und	die
16	ist	und	nur
16	hüben	und	drüben
16	er	und	sah
16	ein	und	die
16	bin	und	daß
16	an	und	sprach
16	Mann	und	Frau
16	Licht	und	Schatten
16	Leben	und	Leib
16	An	und	Für
15	war	und	mit
15	um	und	sah
15	sein	und	nicht
15	mich	und	die
15	kühn	und	gut
15	ist	und	was
15	ihn	und	seine
15	ihn	und	die
15	hat	und	der
15	habe	und	er
15	gewesen	und	die
15	gemacht	und	die
15	er	und	ich
15	auf	und	ich
15	Schreibweise	und	Interpunktion
15	Männer	und	Frauen
15	Mutter	und	Schwester
15	Leben	und	Bewegung
15	Händen	und	Füßen
14	wurde	und	die
14	werden	und	sich
14	werden	und	das
14	war	und	wie
14	war	und	so
14	war	und	an
14	sie	und	ihr
14	sich	und	sagte
14	selbst	und	das
14	schön	und	gut
14	können	und	daß
14	kann	und	der
14	ist	und	ich
14	hatte	und	den
14	hat	und	das
14	haben	und	daß
14	haben	und	das
14	er	und	die
14	ein	und	aus
14	auf	und	lief
14	auf	und	las
14	an	und	die
14	alten	und	neuen
14	Welt	und	die
14	Nach	und	nach
14	Land	und	Meer
14	Ja	und	Nein
14	Haus	und	Hof
14	Emmi	und	Magda
13	werden	und	dann
13	war	und	eine
13	sind	und	sich
13	sind	und	nur
13	sich	und	begann
13	sein	und	so
13	sei	und	sie
13	nicht	und	er
13	kreuz	und	quer
13	ist	und	sie
13	ist	und	also
13	ihm	und	er
13	hatten	und	die
13	hat	und	sich
13	auf	und	war
13	auf	und	sie
13	auf	und	es
13	an	und	fragte
13	an	und	er
13	Tage	und	Nächte
13	Stirn	und	sagte
13	Messer	und	Gabel
13	Lug	und	Trug
13	Licht	und	Finsternis
13	Hand	und	sprach
13	Erd	und	Himmel
12	überhaupt	und	die
12	war	und	ich
12	war	und	auf
12	vor	und	ich
12	sie	und	ich
12	sich	und	in
12	sich	und	ihre
12	sei	und	ob
12	ob	und	wie
12	ist	und	er
12	ist	und	den
12	ist	und	auch
12	ihm	und	dem
12	ich	und	ich
12	höher	und	höher
12	hin	und	sagte
12	hatte	und	wie
12	hatte	und	so
12	hatte	und	nun
12	hatte	und	in
12	größer	und	größer
12	großen	und	kleinen
12	er	und	seine
12	er	und	der
12	ein	und	er
12	dieser	und	jener
12	dies	und	jenes
12	da	und	die
12	aus	und	ein
12	an	und	es
12	Vater	und	die
12	Speis	und	Trank
12	Ruhe	und	Frieden
12	Natur	und	die
12	Mark	und	Bein
12	Leib	und	Leben
12	Kurz	und	gut
12	Hände	und	Füße
12	Gutes	und	Böses
11	wird	und	daß
11	werde	und	daß
11	weiter	und	weiter
11	war	und	was
11	war	und	auch
11	war	und	als
11	um	und	um
11	sie	und	die
11	sich	und	den
11	selbst	und	nicht
11	sein	und	sie
11	sei	und	die
11	müsse	und	daß
11	mir	und	sagte
11	mir	und	den
11	mir	und	dem
11	lag	und	die
11	kam	und	die
11	ist	und	wir
11	ist	und	nach
11	ist	und	diese
11	ich	und	die
11	her	und	die
11	hell	und	klar
11	haben	und	es
11	haben	und	der
11	groß	und	klein
11	frisch	und	gesund
11	er	und	sein
11	eines	und	desselben
11	aus	und	das
11	auf	und	in
11	auf	und	da
11	auf	und	als
11	an	und	ich
11	an	und	ging
11	Zimmer	und	die
11	Zeit	und	dem
11	Wesen	und	die
11	Verstand	und	Vernunft
11	Tun	und	Treiben
11	Treu	und	Glauben
11	Tom	und	ich
11	Tag	und	die
11	Rechts	und	links
11	Mutter	und	die
11	Leben	und	die
11	Kopf	und	sah
11	Fug	und	Recht
11	Augen	und	einem
10	zurück	und	sah
10	wurden	und	die
10	wird	und	der
10	wie	und	wo
10	werden	und	wenn
10	werden	und	es
10	werden	und	er
10	werden	und	daß
10	waren	und	der
10	war	und	zu
10	war	und	von
10	war	und	dann
10	stehen	und	die
10	stand	und	sah
10	stand	und	die
10	sind	und	von
10	sind	und	in
10	sie	und	sah
10	sich	und	dem
10	sein	und	zu
10	sein	und	in
10	sein	und	er
10	seien	und	daß
10	mir	und	ich
10	mich	und	sagte
10	mich	und	den
10	langsam	und	mit
10	kann	und	wenn
10	ihn	und	sein
10	hatte	und	sah
10	hat	und	wenn
10	haben	und	so
10	ersten	und	zweiten
10	er	und	sie
10	er	und	ging
10	ein	und	ich
10	du	und	ich
10	der	und	der
10	aus	und	es
10	aus	und	der
10	auf	und	setzte
10	auf	und	legte
10	auf	und	begann
10	allgemeinen	und	notwendigen
10	aber	und	der
10	Wesen	und	der
10	Teil	und	an
10	Stadt	und	die
10	Schritt	und	Tritt
10	Schimpf	und	Schande
10	Raum	und	die
10	Ordnung	und	Zweckmäßigkeit
10	Natur	und	Freiheit
10	Männer	und	Weiber
10	Menschen	und	die
10	Lust	und	Unlust
10	Himmels	und	der
10	Herr	und	Frau
10	Heinrich	und	Imma
10	Hand	und	sah
10	Hand	und	ging
10	Hab	und	Gut
10	Gott	und	der
10	Gesicht	und	die
10	Frau	und	Kinder
10	Erfahrung	und	nicht
10	Erfahrung	und	deren
10	Berg	und	Tal
10	Augen	und	Ohren
10	Arm	und	sagte
9	Äcker	und	Wiesen
9	zurück	und	ließ
9	zu	und	als
9	worden	und	der
9	waren	und	sich
9	war	und	noch
9	war	und	nach
9	war	und	man
9	war	und	im
9	war	und	ein
9	war	und	dessen
9	vorwärts	und	rückwärts
9	verlassen	und	sich
9	stand	und	mit
9	so	und	nicht
9	sind	und	sie
9	sind	und	nicht
9	sind	und	das
9	sie	und	wenn
9	sie	und	ließ
9	sich	und	seinen
9	selbst	und	in
9	selbst	und	der
9	sein	und	mit
9	sein	und	der
9	sei	und	sich
9	sei	und	nicht
9	sei	und	das
9	sehen	und	hören
9	samt	und	sonders
9	rein	und	schön
9	nicht	und	wenn
9	nicht	und	sie
9	müssen	und	die
9	lassen	und	es
9	lang	und	breit
9	kommen	und	die
9	kann	und	es
9	kam	und	ich
9	ist	und	zwar
9	ist	und	seine
9	ist	und	sein
9	ist	und	auf
9	immer	und	ewig
9	ihm	und	seiner
9	ihm	und	seinem
9	ich	und	mein
9	hob	und	senkte
9	hinaus	und	sah
9	hervor	und	die
9	hatte	und	es
9	hat	und	nun
9	hat	und	nicht
9	haben	und	sie
9	haben	und	sich
9	haben	und	nur
9	haben	und	ich
9	gut	und	ich
9	groß	und	schwer
9	glücklich	und	zufrieden
9	geworden	und	die
9	gewesen	und	es
9	gewesen	und	er
9	gehen	und	die
9	es	und	es
9	ersten	und	letzten
9	erhob	und	die
9	er	und	dann
9	diesem	und	jenem
9	das	und	das
9	aus	und	als
9	auf	und	sprach
9	auf	und	er
9	auf	und	dann
9	auf	und	blickte
9	an	und	sah
9	an	und	der
9	an	und	das
9	alte	und	neue
9	ab	und	die
9	Wissen	und	Wollen
9	Wien	und	Leipzig
9	Tun	und	Lassen
9	Tod	und	Leben
9	Stadt	und	Land
9	Speise	und	Trank
9	Reiting	und	Beineberg
9	Natur	und	der
9	Moralität	und	der
9	Mann	und	ich
9	Leben	und	Treiben
9	Himmel	und	auf
9	Hand	und	führte
9	Gott	und	eine
9	Für	und	Wider
9	Frauen	und	Mädchen
9	Frau	und	Kind
9	Eis	und	Schnee
9	Daumen	und	Zeigefinger
9	Augen	und	die
9	Armen	und	Beinen
9	Anna	und	ich
8	Åsa	und	Klein
8	zwei	und	drei
8	zurück	und	ich
8	zurück	und	er
8	zu	und	ich
8	zeigen	und	die
8	würde	und	die
8	wird	und	das
8	werden	und	der
8	waren	und	sie
8	war	und	wo
8	war	und	da
8	war	und	blieb
8	vor	und	sah
8	vor	und	rückwärts
8	vor	und	er
8	uns	und	wir
8	uns	und	die
8	um	und	ging
8	täglich	und	stündlich
8	stärker	und	stärker
8	still	und	in
8	sie	und	das
8	sich	und	sah
8	sich	und	es
8	sich	und	er
8	sich	und	des
8	selbst	und	als
8	sein	und	wird
8	sein	und	ist
8	sein	und	ein
8	sein	und	doch
8	sei	und	wie
8	nicht	und	das
8	mir	und	meinen
8	mich	und	meinen
8	mich	und	das
8	mehr	und	die
8	machen	und	sich
8	machen	und	in
8	machen	und	das
8	lieb	und	wert
8	lassen	und	sie
8	lachte	und	schüttelte
8	können	und	es
8	kommen	und	ein
8	kann	und	sich
8	kann	und	daß
8	kamen	und	gingen
8	kam	und	sie
8	ihr	und	sie
8	ihr	und	der
8	ihnen	und	sie
8	ihm	und	der
8	ihm	und	den
8	hin	und	sah
8	heran	und	sagte
8	hatte	und	eine
8	hatte	und	ein
8	hat	und	von
8	hat	und	noch
8	hat	und	dem
8	große	und	kleine
8	groß	und	stark
8	geworden	und	der
8	gewesen	und	war
8	fort	und	ich
8	er	und	er
8	einem	und	demselben
8	ein	und	meldete
8	ein	und	dieselbe
8	ein	und	das
8	diese	und	jene
8	der	und	jener
8	bestimmt	und	die
8	aus	und	war
8	auf	und	zog
8	auf	und	wollte
8	auf	und	rannte
8	auf	und	nahm
8	auf	und	ließ
8	auf	und	fing
8	auf	und	brachte
8	an	und	wenn
8	an	und	so
8	ab	und	ging
8	Yksi	und	Kaksi
8	Wind	und	Wetter
8	Vater	und	Tochter
8	Umfang	und	die
8	Teile	und	die
8	Sinn	und	Verstand
8	Seins	und	des
8	Raum	und	der
8	Nacht	und	die
8	Mühe	und	Not
8	Mord	und	Totschlag
8	Mond	und	die
8	Menschen	und	der
8	Mensch	und	Mensch
8	Lippen	und	die
8	Liebe	und	Treue
8	Lebens	und	der
8	Kopf	und	sagte
8	Ja	und	Amen
8	Himmel	und	die
8	Henriette	und	Pfiffi
8	Hand	und	küßte
8	Gut	und	Schlecht
8	Gut	und	Blut
8	Gott	und	den
8	Gott	und	Menschen
8	Freund	und	Feind
8	Frau	und	Tochter
8	Erde	und	es
8	Erde	und	die
8	Er	und	seine
8	Diederich	und	er
8	Da	und	dort
8	Augen	und	er
8	Analytik	und	Dialektik
7	zurück	und	schloß
7	zurück	und	die
7	zu	und	die
7	zu	und	der
7	würde	und	daß
7	wäre	und	sie
7	wäre	und	das
7	worden	und	hatte
7	worden	und	die
7	wo	und	wie
7	wird	und	wenn
7	wird	und	in
7	werden	und	zu
7	werden	und	so
7	werden	und	nicht
7	werden	und	mit
7	werden	und	man
7	werden	und	in
7	war	und	über
7	war	und	wenn
7	war	und	seine
7	war	und	sagte
7	war	und	mir
7	war	und	ist
7	war	und	durch
7	suchen	und	zu
7	still	und	ernst
7	sind	und	der
7	sind	und	da
7	sie	und	gab
7	sie	und	es
7	sie	und	der
7	sich	und	wollte
7	sich	und	wenn
7	sich	und	schritt
7	sich	und	ich
7	sich	und	das
7	selbst	und	zwar
7	sein	und	wenn
7	sein	und	nach
7	sein	und	hat
7	sein	und	den
7	sein	und	auch
7	sei	und	er
7	sehen	und	dann
7	sagen	und	ich
7	recht	und	gut
7	nicht	und	so
7	nicht	und	der
7	nehmen	und	das
7	nah	und	fern
7	nach	und	sah
7	nach	und	die
7	mich	und	meine
7	macht	und	die
7	lassen	und	er
7	langsam	und	vorsichtig
7	lang	und	so
7	lag	und	schlief
7	klare	und	deutliche
7	kann	und	soll
7	kann	und	muß
7	ist	und	weil
7	ist	und	von
7	ist	und	mithin
7	ist	und	mit
7	ist	und	keine
7	ist	und	dann
7	ist	und	daher
7	ihm	und	seinen
7	ich	und	er
7	ich	und	der
7	hörte	und	sah
7	hinein	und	dann
7	hin	und	sprach
7	hin	und	die
7	heraus	und	in
7	hatte	und	zu
7	hatte	und	von
7	hatte	und	jetzt
7	hatte	und	dann
7	haben	und	wenn
7	habe	und	dann
7	gut	und	nützlich
7	groß	und	mächtig
7	gewesen	und	jetzt
7	gewesen	und	hat
7	gewesen	und	habe
7	fort	und	die
7	er	und	stand
7	er	und	sagte
7	einsam	und	verlassen
7	eine	und	dieselbe
7	du	und	du
7	dir	und	mir
7	dich	und	deine
7	denken	und	zu
7	da	und	der
7	bleiben	und	das
7	bestimmen	und	zu
7	aus	und	flog
7	auf	und	wurde
7	auf	und	wenn
7	auf	und	verließ
7	auf	und	mit
7	auf	und	gab
7	auf	und	eilte
7	an	und	sie
7	an	und	ließ
7	an	und	ist
7	an	und	gab
7	an	und	dann
7	ab	und	ich
7	Zwecks	und	der
7	Zeiten	und	in
7	Zeit	und	Ewigkeit
7	Wesens	und	der
7	Welt	und	in
7	Welt	und	der
7	Weg	und	Steg
7	Wasser	und	die
7	Volker	und	Hagen
7	Vater	und	ich
7	Ursachen	und	Wirkungen
7	Trauminhalt	und	Traumgedanken
7	Tore	und	geht
7	Teile	und	der
7	Tau	und	Regen
7	Tag	und	Stunde
7	Stärke	und	Schwäche
7	Stirn	und	Augen
7	Stimme	und	die
7	Spott	und	Hohn
7	Sonne	und	Mond
7	Sie	und	ich
7	Schloß	und	Riegel
7	Ruhe	und	Sicherheit
7	Ross	und	Gewand
7	Phaenomena	und	Noumena
7	Oben	und	Unten
7	Natur	und	Sinnlichkeit
7	Natur	und	Kunst
7	Nathan	und	der
7	Mühe	und	Arbeit
7	Morgen	und	geht
7	Menschen	und	Dinge
7	Mensch	und	Tier
7	Meer	und	der
7	Lust	und	Schmerz
7	Leben	und	das
7	Leben	und	Gesundheit
7	Körper	und	Geist
7	Kopf	und	lächelte
7	Knaben	und	Mädchen
7	Innern	und	Äußern
7	Inhalt	und	die
7	Hülle	und	Fülle
7	Hören	und	Sehen
7	Hin	und	her
7	Herz	und	Sinn
7	Hand	und	die
7	Hals	und	Kopf
7	Gunther	und	Hagen
7	Gottes	und	die
7	Gott	und	die
7	Gott	und	dem
7	Glück	und	die
7	Gesicht	und	sagte
7	Ganz	und	gar
7	Familie	und	der
7	Ertzum	und	Lohmann
7	Einzelnheit	und	Allgemeinheit
7	Ebbe	und	Flut
7	Augen	und	sie
7	Augen	und	den
7	Askaris	und	Träger
7	Arme	und	Beine
7	An	und	für
6	überhaupt	und	der
6	ähnlich	und	gleich
6	zusammen	und	blieb
6	zu	und	sah
6	zu	und	nahm
6	zu	und	dann
6	wäre	und	die
6	wurde	und	sich
6	wurde	und	der
6	wurde	und	das
6	worden	und	so
6	worden	und	ich
6	worden	und	es
6	wollte	und	sich
6	wohl	und	ich
6	wird	und	zwar
6	wird	und	man
6	will	und	kann
6	wieder	und	immer
6	wieder	und	ich
6	werden	und	sie
6	werden	und	ich
6	werden	und	doch
6	werde	und	das
6	waren	und	von
6	waren	und	in
6	war	und	schon
6	war	und	einen
6	vor	und	in
6	um	und	sprach
6	tut	und	sie
6	systematische	und	zweckmäßige
6	stumm	und	starr
6	still	und	dunkel
6	sind	und	wie
6	sind	und	wenn
6	sie	und	so
6	sie	und	mit
6	sie	und	er
6	sie	und	als
6	sich	und	wurde
6	sich	und	war
6	sich	und	nun
6	sich	und	nahm
6	sich	und	mit
6	sich	und	als
6	sein	und	wir
6	sein	und	sein
6	sein	und	nur
6	sein	und	dann
6	sei	und	wenn
6	sei	und	was
6	sei	und	es
6	sei	und	also
6	sehen	und	es
6	sehen	und	die
6	schwächer	und	schwächer
6	regen	und	bewegen
6	recht	und	billig
6	nieder	und	sagte
6	nieder	und	als
6	müssen	und	da
6	mich	und	sah
6	mehr	und	nicht
6	machen	und	sie
6	machen	und	den
6	lief	und	lief
6	lieb	und	gut
6	lesen	und	schreiben
6	leicht	und	schnell
6	lassen	und	mich
6	lassen	und	den
6	konnte	und	die
6	konnte	und	das
6	kommen	und	sich
6	kommen	und	gehen
6	kann	und	ein
6	kam	und	wir
6	ist	und	man
6	ist	und	doch
6	ist	und	dies
6	ist	und	als
6	immer	und	überall
6	hören	und	sich
6	hin	und	zurück
6	hierhin	und	dorthin
6	heraus	und	rief
6	herab	und	die
6	her	und	hin
6	hell	und	warm
6	hatten	und	sie
6	hatte	und	zwar
6	hatte	und	was
6	hatte	und	sein
6	hatte	und	ließ
6	hatte	und	dessen
6	hatte	und	dem
6	hatte	und	da
6	hat	und	es
6	hat	und	den
6	halten	und	den
6	haben	und	nun
6	haben	und	mit
6	haben	und	eine
6	haben	und	doch
6	haben	und	den
6	habe	und	sie
6	habe	und	die
6	ging	und	stand
6	geworden	und	ich
6	geworden	und	er
6	gewesen	und	als
6	getan	und	sich
6	gestern	und	heute
6	gesehen	und	gehört
6	gemacht	und	sie
6	gekommen	und	er
6	gehen	und	sie
6	gehen	und	ihm
6	gegangen	und	hatte
6	für	und	für
6	frei	und	ohne
6	frei	und	offen
6	fort	und	es
6	essen	und	zu
6	essen	und	trinken
6	es	und	die
6	erkennen	und	zu
6	er	und	so
6	er	und	ließ
6	er	und	in
6	er	und	hielt
6	enger	und	enger
6	endlich	und	begrenzt
6	ein	und	ließ
6	ein	und	es
6	ein	und	demselben
6	durch	und	in
6	doppelt	und	dreifach
6	blau	und	weiß
6	bin	und	mich
6	aus	und	sie
6	aus	und	ließ
6	aus	und	legte
6	aus	und	ich
6	aus	und	ging
6	aus	und	er
6	aus	und	dann
6	auf	und	öffnete
6	auf	und	wie
6	auf	und	schritt
6	auf	und	führte
6	auf	und	fuhr
6	an	und	wir
6	an	und	wie
6	an	und	war
6	an	und	mit
6	an	und	als
6	allein	und	so
6	ab	und	wir
6	ab	und	warf
6	ab	und	trat
6	ab	und	setzte
6	ab	und	nahm
6	ab	und	ließ
6	ab	und	der
6	Zeit	und	die
6	Zeit	und	Stunde
6	Wochen	und	Monate
6	Wissens	und	der
6	Wissen	und	Glauben
6	Wissen	und	Gewissen
6	Wirklichkeit	und	Notwendigkeit
6	Wesens	und	des
6	Wesen	und	seine
6	Weibern	und	Kindern
6	Weib	und	Mann
6	Wald	und	Feld
6	Verstand	und	dessen
6	Vergangenheit	und	Zukunft
6	Türen	und	Fenster
6	Tür	und	Fenster
